conversation_id,split,article_id,customer_query,intent,category,ideal_response,key_action_points,article_url,scraped_at,response_length,has_steps
2f5633a0e0c5,train,article_0170,How do I use my personal dictionary?,general_inquiry,Questions about Grammarly features,"With Grammarly’s personal dictionary feature, you can make sure that unique words in your lexicon won’t be flagged as misspelled.
If you’d like to stop flagging a particular spelling as incorrect, you can add the word to your personal dictionary by clicking
Add to dictionary
on the suggestion card:
To manage your personal dictionary, sign in to your account, go to
Account
→
Writing
,
and select
Your dictionary
:
To add a word, enter it in the corresponding field in the
Your dictionary
menu and click
Assign
.
To remove a word from your personal dictionary, hover over the word that you want to remove and click on the trash bin can icon that will appear next to it:
Keep in mind that only words containing English language letters, hyphens, and some other symbols can be added to your personal dictionary. The maximum word length is 100 symbols.
Note:
The words with special symbols such as !, ?, +, $, &, or / and several words separated by space cannot be added to your personal dictionary.
Once you add a particular word to your personal dictionary, it will not be flagged in other
Grammarly product offerings
.
Note:
Admins of team plans can activate or deactivate personal dictionary for all members of their plan on the
Feature access
page. If you are a member of a team plan and you cannot access the
Your dictionary
page, it means this option has been turned off by an admin.",[],https://support.grammarly.com/hc/en-us/articles/115000091491-How-do-I-use-my-personal-dictionary,2025-08-11T20:35:38.562230+00:00,1388,False
9a65bfe71bbc,train,article_0488,Set up SAML single sign-on,setup_guide,SAML Single Sign-On,"Included in:
Grammarly Pro, Business, Enterprise, and Grammarly for Education plans
Managed by:
Admins and members with designated custom roles
Setting up SAML single sign-on (SSO) will enable your team members to log in to Grammarly through a third-party identity provider, eliminating the need to maintain separate passwords for Grammarly.
To enable SAML single sign-on, follow these steps:
Add Grammarly to your identity provider
.
Sign in
to your Grammarly account and go to the
Authentication
page.
Click
Configure
.
Fill in the necessary fields with the parameters from your identity provider.
Click
Test SSO
. If the test is successful, click
Activate SSO
.
Note:
With the Grammarly Pro plan, SSO is available starting at two seats.
If the SSO test fails, please double-check the Grammarly settings in your identity provider and the values you entered on the
Authentication
page. If you encounter any issues, please look for a troubleshooting article on this page:
Resolve Issues
Once SSO is activated, access to your organization’s subscription will be defined by access assignment in your identity provider.
Team members who are already part of your organization’s subscription won’t be able to log in to Grammarly until you assign the Grammarly app to them in your identity provider.
To add new team members to your organization’s subscription, you need to assign the Grammarly app to them in your identity provider. If you assign the app to someone who does not have a Grammarly account, it will be created for them when they sign in via SSO.
Note:
You can also send invitations to team members from your Grammarly admin panel as described in this article:
Invite team members
. However, they won’t be able to join your organization’s subscription until they are granted access to Grammarly in the identity provider.","[""Click"", ""Click""]",https://support.grammarly.com/hc/en-us/articles/360048683092-Set-up-SAML-single-sign-on,2025-08-11T20:48:22.943948+00:00,1827,True
ebff1a98c76f,train,article_0200,"Error: A small error has occurred, causing an interruption of service",technical_support,Grammarly Editor,"When creating or checking a document, you might see the “A small error has occurred, causing an interruption of service” notification:
To resolve this issue, please follow these steps:
Restart your browser and reconnect to your network.
If the issue persists, try opening the Grammarly Editor at
https://app.grammarly.com
in incognito mode by following the steps in
this article
.
Temporarily turn off your VPN, proxy, antivirus, and firewall software. If you are not sure if you’re using a proxy,
this article
may help.
Note:
If temporarily turning off your antivirus/firewall software helps, we suggest that you add Grammarly to that software’s allowed list to resolve the issue.",[],https://support.grammarly.com/hc/en-us/articles/360059177752-Error-A-small-error-has-occurred-causing-an-interruption-of-service,2025-08-11T20:36:48.788081+00:00,681,False
f50a79b4ad5d,train,article_0266,How do I reinstall Grammarly for Mac or Grammarly for Windows?,setup_guide,Grammarly for Windows and Mac,"To reinstall Grammarly for Windows and Mac, follow the steps below.
Windows
Right-click the Grammarly icon in the system tray and select
Quit Grammarly
:
Then, right-click the
Start
button in the lower-left corner of the screen, and select
Apps and Features
from the pop-up menu. Click
Grammarly for Windows
and select
Uninstall.
If you use Windows 11, right-click the
Start
button and select
Installed
Apps
. Then, find
Grammarly for Windows
, click the three dots (
…
), and select
Uninstall
:
Download the installation file by following
this link
.
Once the file is downloaded, click
Run
in the pop-up menu that appears at the bottom of the screen. Alternatively, locate the file on your computer and double-click on it.
When the installation is complete, click
Log in to existing account
and enter your login credentials.
macOS
Click the Grammarly icon in the menu bar and select
Quit
:
Go to
Finder
>
Applications
, find
Grammarly Desktop
within the application list, and move it
to
Trash
(or
Bin
).
Note:
If you don’t have administrative privileges, open
Finder,
press
Command
+
Shift
+
G
to locate the app.
Download the installation file by following
this link
.
Once the file is downloaded, follow the on-screen instructions to install it.
When the installation is complete, click
Log in to existing account
and enter your login credentials.
If you couldn't locate Grammarly in the
Applications
folder, please follow these steps instead:
Open
Finder.
Press
Cmd
+
Shift
+
G.
Paste ~/Applications and press
Enter.
Find Grammarly Desktop on the list and move it to
Trash
(or
Bin
).","[""Click the Grammarly icon in the menu bar and select"", ""Go to""]",https://support.grammarly.com/hc/en-us/articles/4403747415821-How-do-I-reinstall-Grammarly-for-Mac-or-Grammarly-for-Windows,2025-08-11T20:39:28.789000+00:00,1586,True
b342ccda864d,train,article_0120,What are the system requirements for Grammarly for Windows and Grammarly for Mac?,general_inquiry,Grammarly for Windows and Mac,"Please select an option below to view Grammarly's system requirements:
Windows
To install Grammarly for Windows on your computer, you need:
Windows
10
(build 1903) or newer
Google Chrome or Microsoft Edge versions
89
or newer
.NET Framework 4.7.2 +
At least 4GB of RAM (8 GB recommended for optimal performance)
Mac
To install Grammarly for Mac on your computer, you need:
Compatible operating system:
macOS
10.15
or newer
Compatible version of Google Chrome (
89
or newer) or Safari (
12.1
or newer)
Apple Silicon Mac (M1, M2, M3, or newer), Intel Mac from 2018 or newer
We no longer support older versions of macOS (10.12, 10.13, and 10.14). To continue using Grammarly for Mac without interruption, please upgrade your macOS to the latest available version by following
these instructions
.
Note:
If your computer isn't compatible with macOS Sonoma 14, you can install an earlier macOS version, such as
Ventura
(13),
Monterey
(12),
Big Sur
(11), or
Catalina
(10.15). For further instructions, please see this
Apple support article
.
If your computer doesn’t meet these system requirements, we encourage you to use
the Grammarly Editor
or
Grammarly’s browser extension
.
Additionally, you can take advantage of Grammarly’s mobile applications:
Grammarly for iPhone
,
Grammarly for iPad
, and
the Grammarly Keyboard for Android
.","[""10"", ""89"", ""10.15"", ""89"", ""12.1""]",https://support.grammarly.com/hc/en-us/articles/4412835748877-What-are-the-system-requirements-for-Grammarly-for-Windows-and-Grammarly-for-Mac,2025-08-11T20:33:41.855517+00:00,1330,True
420f5b68cc5c,train,article_0136,Does Grammarly offer generative AI assistance?,general_inquiry,Generative AI assistance,"Yes, Grammarly offers a variety of AI-powered features that go beyond revision and expand our communication assistance to help Grammarly users rewrite, compose, ideate, and reply to any message in an instant.
Our on-demand generative AI communication assistance helps users develop high-quality writing by understanding your personal voice, setting, and writing purpose—all while maintaining Grammarly’s commitment to security.
To learn more about Grammarly’s generative AI assistance, check out articles in this section of our support site:
Generative AI assistance
.
For more information on Grammarly’s approach to AI, check out our blog post:
Ushering in a New Era of Communication Assistance With Generative AI",[],https://support.grammarly.com/hc/en-us/articles/13830705037965-Does-Grammarly-offer-generative-AI-assistance,2025-08-11T20:34:19.191886+00:00,714,False
1e81bd9e6f27,train,article_0417,How to reinstall Grammarly for Android,setup_guide,Grammarly for Android,"You may be able to solve a problem by reinstalling Grammarly for Android, but be aware that doing so will cause you to lose Drafts. (See note below.)
To reinstall Grammarly for Android, follow the steps below:
Uninstall your current version of the Grammarly app.
Search for
Grammarly
in the Google Play Store.
Tap
Install
next to the
Grammarly for Android
listing to start the installation.
Once it’s installed, follow the onscreen instructions to complete the setup process.
Note:
When you reinstall Grammarly for Android, all notes in your Drafts will be deleted. If you have any important information stored in Drafts, please make sure to copy it to a safe location before reinstalling the application.","[""Tap""]",https://support.grammarly.com/hc/en-us/articles/27952775125133-How-to-reinstall-Grammarly-for-Android,2025-08-11T20:45:33.581730+00:00,705,True
a2b3ce3a4531,train,article_0316,Error: Unable to validate assertion,technical_support,Resolve Issues,"Error examples:
Unable to validate assertion: email must not be blank
Unable to validate assertion: name must not be blank
Unable to validate assertion: email must be a well-formed email address
If you’re a member of an organizational subscription, click here to expand this section
This error indicates that the SAML single sign-on authentication for your organization’s Grammarly subscription has been set up incorrectly in your organization’s identity provider.
To resolve this issue, please contact your organization’s IT support with a request to ensure that access to Grammarly is set up as described in this article:
Add Grammarly to an identity provider
If you’re an admin of an organizational subscription, click here to expand this section
If you see the “Unable to validate assertion” error when setting up SAML single sign-on or signing in to your account, it typically indicates that the parameters in your identity provider were mapped incorrectly.
To resolve this, we recommend verifying that the mapping of all LDAP attributes and the outgoing name ID format are set correctly.
Grammarly supports the following name ID format:
EmailAddress
The required attributes/claims:
EmailAddress
FirstName
LastName
Note:
The names of attributes/claims must follow the specified format. Alternative name spellings or FriendlyNames are not supported.
For more information, please see
this article:
Add Grammarly to an identity provider",[],https://support.grammarly.com/hc/en-us/articles/4415366735245-Error-Unable-to-validate-assertion,2025-08-11T20:41:28.830684+00:00,1438,False
f12a2d146fd0,train,article_0065,Error: System.NullReferenceException,technical_support,Grammarly for Microsoft Office,"Follow these steps to resolve the issue:
Uninstall your current version of the Grammarly add-in via
Control Panel
>
Programs and Features
> right-click on
Grammarly for Microsoft Office Suite
> select
Uninstall
.
If you use Windows 10:
Right-click the
Start
button in the lower left corner of the screen, and select
Apps and Features
on the pop-up menu. Click on
Grammarly for Microsoft Office Suite
> select
Uninstall
.
Download the latest version from
https://www.grammarly.com/office-addin/downloading
Right-click on the GrammarlyAddInSetup.exe file that has been downloaded to your machine and choose
Run as administrator
. If you don’t have this option, log in to Windows using the administrator account and install the add-in.
If Grammarly for Microsoft Office doesn’t work after trying these steps, and you’re using Windows 10 or newer, we suggest switching to
Grammarly for Windows
. This product offering also supports integration with Microsoft Word and Outlook. To find out more, check out
this article
.
Alternatively, you can give
the Grammarly Editor
a try. For more information about the Grammarly Editor, visit
this page
.",[],https://support.grammarly.com/hc/en-us/articles/360052374432-Error-System-NullReferenceException,2025-08-11T20:31:34.360841+00:00,1138,False
f63dd0117527,train,article_0175,Enable confidential mode,setup_guide,Configure Access & Security,"Included in:
Grammarly Enterprise plans
Managed by:
Admins
Grammarly is committed to
strong data privacy principles
for all users. You can specify additional restrictions for your team on what content or data Grammarly can access.
Third-party confidential mode allows Enterprise admins to automatically deactivate Grammarly on content marked as confidential in Gmail messages and Microsoft Word documents.
Using confidential mode with Gmail
Grammarly’s confidential mode is activated when a user turns on the Gmail confidential mode while working on an email draft:
Once the confidential mode is enabled, Grammarly will be deactivated on emails labeled confidential in Gmail. This feature is currently supported only for the Grammarly browser extensions for Chrome, Firefox, and Edge.
Using confidential mode with Microsoft Word
Grammarly will be deactivated for any Microsoft Word content marked with the sensitivity labels you add to the labels list in your Grammarly admin panel. Label names must be spelled exactly as they are in Microsoft Word. This feature is currently supported only in Grammarly for Windows.
Interested in upgrading to an Enterprise account?
Contact our Sales team
.
To configure confidential mode, follow these steps:
Go to your
Home
page, open the
Organization
tab →
Enterprise Security
→
Data
.
Turn Third-Party Confidential Mode
on
.
To add Microsoft Word sensitivity labels, click
Add
in the labels table below, specify the label name, and click
Save
.","[""Go to your""]",https://support.grammarly.com/hc/en-us/articles/27455819234317-Enable-confidential-mode,2025-08-11T20:35:50.065733+00:00,1482,True
7f66b9a14696,train,article_0056,Set up SSO with PingOne,setup_guide,SAML Single Sign-On,"Requirements
- PingOne account with access to the administrator console
-
Grammarly Business
, Grammarly Pro, or a
Grammarly for Education
account with the
admin role
or a designated custom role
In your PingOne admin dashboard, go to
Applications
→
My Applications
→
Add Application
→
Search Application Catalog
Search for
Grammarly
, click on the app and choose
Setup
Follow the instructions on the next page to obtain the following values:
Issuer/Entity ID
SAML 2.0 Endpoint (HTTP)
Signing Certificate
Make sure to save these as you will need to pass them to
Grammarly
after you finish the set-up process in your PingOne account. Click
Continue to Next Step
once you are finished.
Configure the settings on the next page (optional) and move to the next page
Map the attributes as shown in the screenshot and continue to the next page
Customize Grammarly’s Icon, Name, Description, and Category (optional) and proceed to the next page
Assign Grammarly to relevant groups of users in your organization and move on to the next page
Click
Finish
To activate SSO in your Grammarly account, please see this article:
Set up SAML single sign-on
If you encounter any issues, please look for a troubleshooting article on this page:
Resolve Issues","[""- PingOne account with access to the administrator console"", ""-"", ""Click""]",https://support.grammarly.com/hc/en-us/articles/360049541012-Set-up-SSO-with-PingOne,2025-08-11T20:31:12.954322+00:00,1238,True
c79331d69cbf,train,article_0121,What Apple's full access warning actually means,security_config,Privacy and Security,"Anytime you allow a keyboard to have full access, Apple displays a warning that says the keyboard can transmit credit card numbers and passwords. Apple blocks all third-party keyboards (including Grammarly’s) from accessing any text field marked as sensitive by the application or website developers.
In addition, Grammarly has taken steps to ensure that our software ignores or excludes sensitive text such as credit card information, passwords, URL fields, and fields where similar private information is provided.
We know that what you write on your phone is private, and we have taken measures to ensure it stays that way. We value the trust our customers put in us to keep their information safe and secure. Visit
Grammarly’s
Trust Center
to learn about our user-first approach to privacy and security.",[],https://support.grammarly.com/hc/en-us/articles/115003339991-What-Apple-s-full-access-warning-actually-means,2025-08-11T20:33:44.372566+00:00,807,False
4bf97f82282d,train,article_0487,I can’t test SSO: No SSO settings found,general_inquiry,Resolve Issues,"If you see this error when setting up SSO, it indicates that the Grammarly app in your identity provider has not been configured correctly.
To resolve this issue, we suggest checking the following parameters for the Grammarly SAML application in your identity provider:
Single sign-on URL:
https://sso.grammarly.com/saml/assertion
Audience URI/SP Entity ID/Issuer:
https://sso.grammarly.com/saml/metadata
Name ID format:
EmailAddress
Name ID / Application Username / Unique Identifier:
Email
Attributes/Claims:
EmailAddress
FirstName
LastName
If everything is correct, please clear your browser's cookies and try configuring SSO again.
For more information on how to configure the Grammarly app in your identity provider, please see
this article:
Add Grammarly to an identity provider
If you encounter the “No SSO setting found” error when trying to sign in to your Grammarly account, please get in touch with your organization’s administrator to ensure that SSO has been configured correctly and is activated.",[],https://support.grammarly.com/hc/en-us/articles/4415373429901-I-can-t-test-SSO-No-SSO-settings-found,2025-08-11T20:48:20.618356+00:00,1010,False
e5ce9e7dce85,train,article_0445,Grammarly for Android will no longer be available on Android Go devices,general_inquiry,Grammarly for Android,"Grammarly no longer supports Android Go devices. Due to performance limitations on these devices, we have decided to discontinue support. As a result, Grammarly is no longer available for download or installation from the Google Play Store on Android Go devices.
If you are an existing user on an Android Go device, you can continue using your current version of Grammarly for Android. However, please note that future updates and improvements will not be available for this version.
Questions and answers
How do I know if I have an Android Go device?
To check if your device is running Android Go, follow these steps:
Open your
Settings
app.
Scroll down and tap on
About Phone
.
Look for the
Android version
information. If it mentions “Android Go,” your device is running the lightweight version of Android.
If I uninstall Grammarly, will I be able to reinstall it on my Android Go device?
No. Once it’s uninstalled, Grammarly cannot be reinstalled on an Android Go device, as it is no longer available on the Google Play Store for these devices.
Will Grammarly support Android Go devices in the future?
We are continually evaluating our support for various devices and will consider adjustments based on overall user needs and performance improvements in device capabilities. We are grateful for your continued interest.
To find out what else Grammarly has to offer, check out this article:
Grammarly’s product offerings",[],https://support.grammarly.com/hc/en-us/articles/31883019381645-Grammarly-for-Android-will-no-longer-be-available-on-Android-Go-devices,2025-08-11T20:46:40.240828+00:00,1423,False
3caa89ce046d,train,article_0469,What are Goals?,general_inquiry,Questions about Grammarly features,"With the help of the set goals feature, Grammarly can offer tailored writing suggestions that take your audience and writing style into account. Aside from the domain or type of the document, you can also select the intended audience, formality, and intent of your writing.
Note:
At this time, the option to customize your default goals is not available. You will need to adjust your goals for every document.
Audience
Prior to selecting this setting, determine who your target audience is. Selecting the appropriate option will help Grammarly provide tailored feedback about readability and clarity.
Formality
The formality of your writing changes depending on the situation. This setting helps Grammarly understand whether the use of slang or colloquialisms is appropriate for a particular document or whether your writing is overly formal.
Domain
This setting allows Grammarly to provide feedback based on the document type. We currently offer six domains. To learn more about this setting, check
this article
.
Note:
At this time, the option to select the domain is available to Premium, Business, and Grammarly for Education users only.
Intent
The experimental intent setting currently doesn’t impact the list of provided suggestions, but it helps us understand what type of feedback you’d like to see in the future.
The goals feature is currently available in all Grammarly product offerings except for Grammarly for Mac, Grammarly for Windows, and Grammarly’s mobile keyboards. For detailed instructions on how to adjust your goals in each product offering, follow one of the links below:
The Grammarly Editor
Grammarly for Microsoft Office
Grammarly for Microsoft Word on Mac
Grammarly for iPad
You can also learn more about this feature by visiting
this page
.",[],https://support.grammarly.com/hc/en-us/articles/360054679292-What-are-Goals,2025-08-11T20:47:37.089949+00:00,1769,False
bfbe1da79583,train,article_0298,"Error: Something went wrong, payment button is spinning, or error 403 in the payment method fields",technical_support,Manage Payments,"This issue may appear if the payment form fails to load. We recommend that you follow these steps to resolve it:
Refresh the webpage.
If you are connecting to the internet via a virtual private network (VPN), please try turning it off.
Alternatively, try using a VPN with a different location.
Clear your browser’s cookies and cache as described in this article:
How do I clear cache and cookies?
Temporarily turn off antivirus, proxy, and firewall (if you use any).
After following these instructions, please try making the payment again.",[],https://support.grammarly.com/hc/en-us/articles/18503842009229-Error-Something-went-wrong-payment-button-is-spinning-or-error-403-in-the-payment-method-fields,2025-08-11T20:40:45.621204+00:00,539,False
1278269b5651,train,article_0296,Enable Data Loss Prevention (DLP),setup_guide,Configure Access & Security,"Included in:
Grammarly Enterprise plans
Managed by:
Admins
Grammarly is committed to
strong data privacy principles
for all users. You can specify additional restrictions for your team on what content or data Grammarly can access.
When the Data Loss Prevention (DLP) feature is active, certain types of sensitive data are sanitized before being sent to Grammarly’s servers for suggestion processing.
Currently, DLP is available for these data types:
Email addresses
URLs
Phone numbers
Credit card numbers
US Social Security numbers (US SSN)
UK National Insurance numbers (UK NINO)
Canada Social Insurance numbers (CA SIN)
International Bank Account Numbers (IBAN)
Interested in upgrading to an Enterprise account?
Contact our Sales team
.
To check the configuration of the Data Loss Prevention (DLP) feature, go to your
Home
page, open the
Organization
tab →
Enterprise Security
→
Data
.
To change the set value, you will need to contact your Grammarly Customer Success Manager for assistance.
Clicking on
Test out DLP
will take you to a page, where you can test your own writing to identify what text patterns are detected and sanitized by the DLP feature before being sent to the Grammarly servers. You can edit and type in the text box to try out different text and number strings to see which data types will be recognized.
DLP capabilities are currently available for the following Grammarly products:
Grammarly browser extensions for Chrome, Firefox, and Edge
Grammarly for Windows
Grammarly for Mac
The Grammarly Editor in Google Chrome, Apple Safari, Mozilla Firefox, and Microsoft Edge","[""Clicking on""]",https://support.grammarly.com/hc/en-us/articles/27458670736525-Enable-Data-Loss-Prevention-DLP,2025-08-11T20:40:40.758974+00:00,1594,True
6ab9bfddb741,train,article_0110,Add Grammarly to an identity provider,security_config,SAML Single Sign-On,"Requirements
- Identity provider account with access to the administrator console
-
Grammarly Business
, Grammarly Pro, or
Grammarly for Education
account with the
admin role
or a designated custom role
Select your identity provider to view the instructions on configuring it for Grammarly:
Okta
Google
ClassLink
Centrify
Azure AD
PingOne
Auth0
OneLogin
ADFS
CyberArk Identity
Rippling
QuickLaunch
JumpCloud
If your identity provider is not on the list, you can configure it for Grammarly manually using the following parameters:
Single sign-on URL:
https://sso.grammarly.com/saml/assertion
Audience URI/SP Entity ID/Issuer:
https://sso.grammarly.com/saml/metadata
Name ID format:
EmailAddress
Name ID / Application Username / Unique Identifier:
Email
Required attributes/claims:
EmailAddress
FirstName
LastName
Optional attributes/claims:
GrammarlyRole
If present, the
GrammarlyRole
attribute assigns appropriate permission to the member. For more information about roles and permissions, see this article:
Manage team member roles
The supported
GrammarlyRole
values are:
ADMIN
ACCOUNT_MANAGER
INSTITUTION_USER
Custom role name
Note:
Custom roles are available only to Grammarly Enterprise customers.
GrammarlyGroupRoleGroupManager
If present, the
GrammarlyGroupRoleGroupManager
attribute assigns the appropriate permission to a team member. The value of the attribute should be the name of the group that the member is assigned to manage.
Note:
Group manager permissions are available only to Grammarly Enterprise customers.
GrammarlyGroup
If present, the
GrammarlyGroup
attribute assigns the member to the corresponding group within Grammarly. For more information about groups, see this article:
Organize team members into groups
CostCenter
If the
CostCenter
attribute is present, it will automatically assign the appropriate cost center to each member, which can then be viewed in the Grammarly admin panel. This option is available upon request for Grammarly Enterprise customers.
Grammarly SSO also supports alternative attribute and claim names to be compliant with standards such as
InCommon
. Below is a list of alternative attributes/claims that can be used:
EmailAddress
: mail, urn:oid:0.9.2342.19200300.100.1.3
CommonName
: commonName, cn, urn:oid:2.5.4.3
FirstName
: givenName, urn:oid:2.5.4.42
LastName
: surname, sn, urn:oid:2.5.4.4
After you have the Grammarly SAML app set up in your identity provider, please see the following article on how to enable SSO for your account:
Set up SAML single sign-on","[""- Identity provider account with access to the administrator console"", ""-""]",https://support.grammarly.com/hc/en-us/articles/360048773472-Add-Grammarly-to-an-identity-provider,2025-08-11T20:33:18.261303+00:00,2520,True
a74c19b18aa0,train,article_0107,What are the limitations when using Grammarly?,general_inquiry,Common Questions,"Device limitation
Your membership allows access to Grammarly on up to five different devices. To access the service on a new device, please see
this page
.
Document limitation
In any 30-day period, you can check up to 300 documents or 150,000 words. In any 24-hour period, you can check up to 100 documents or 50,000 words. This is true for both free and Premium accounts. (If you are an enterprise subscriber, this restriction applies to each of your authorized users.)
Page limitation
You can check up to 100,000 characters (including spaces) at a time when you use the Grammarly Editor at
www.grammarly.com
. If you are using
Grammarly for Windows
or
Grammarly for Mac
, then there is no limit aside from any imposed by your text editor.
Upload limitation
You can upload a document of up to 100,000 characters (including spaces) to the
Grammarly Editor
. Your document's file size shouldn't exceed 4 MB. Supported document types are Microsoft Word (.doc, .docx), OpenOffice (.odt), .txt, and .rtf.
Note:
At this time, PDF, Latex, and Markdown file formats are not supported.",[],https://support.grammarly.com/hc/en-us/articles/115000090911-What-are-the-limitations-when-using-Grammarly,2025-08-11T20:33:11.631460+00:00,1077,False
24264f2c8d36,train,article_0317,How to deactivate certain suggestions in Grammarly for Microsoft Office,setup_guide,Grammarly for Microsoft Office,"Important:
Grammarly for Microsoft Office will no longer be updated. We suggest switching to
Grammarly for Windows
(if you use Windows 10 or newer) or
Grammarly for Mac
(if you use macOS 10.15 or newer)
, which supports integration with multiple applications and websites, including Microsoft Office apps. Alternatively, we encourage you to give
the Grammarly Editor
a try.
If you prefer to use Grammarly for Microsoft Office, the option to deactivate a limited number of suggestions is available only with Grammarly Premium, Grammarly for Business, and Grammarly for Education.
When you see a suggestion that’s not helpful, hover over the trash bin icon in the upper right corner. If it’s a suggestion that can be turned off, you'l
l see an option that says
Turn off suggestions like this
. Click it to deactivate the suggestion:
After you deactivate a suggestion, you can turn it back on by clicking
Deactivated Suggestions
in the Grammarly tab:
You can view and manage suggestions at
https://account.grammarly.com/customize/suggestions
.
Note:
If you deactivate a certain type of suggestion in Grammarly for Microsoft Office, it will also be deactivated in other Grammarly product offerings.",[],https://support.grammarly.com/hc/en-us/articles/360045028772-How-to-deactivate-certain-suggestions-in-Grammarly-for-Microsoft-Office,2025-08-11T20:41:31.177531+00:00,1194,False
9fe4b29b838e,train,article_0304,How to collect error logs in Grammarly for Windows and Mac,setup_guide,Grammarly for Windows and Mac,"Error logs are typically requested by our Support team when there is a technical issue with Grammarly for Windows and Mac. If you experience a technical issue, please check out the
Resolve Issues
section of our Support site first.
Note:
Please also ensure you record a full-screen video of the issue you’re experiencing
while collecting the logs
by following these instructions:
How to record a video of a technical issue I’m experiencing
. Even a smartphone video will work!
If you're experiencing an issue with accessing your account, please continue to follow these steps anyway as Grammarly for Windows logs can still be collected.
Windows
Exit the app that's causing the issue.
Find and click on the Grammarly icon in the system tray and select
Start Collecting Logs
:
Open the app or website where the issue occurs and type a few words or sentences to reproduce that issue.
Go back to the service window and select
Stop Collecting Logs
:
The Grammarly log folder will open automatically. Send the _GrammarlyLogs file to us in a support ticket.
Note:
The Grammarly.Desktop.txt file may contain the text you've typed or the name of the application you've opened. We recommend that you do not type sensitive information while logs are enabled.
macOS
First, you will need to turn on logging for Grammarly for Mac:
Start recording your Mac screen by pressing
Command
+
Shift
+
5
, selecting
Record Entire Screen
and pressing
Record
.
Quit Grammarly for Mac by clicking on the Grammarly button in the menu bar and selecting
Quit:
Open the Terminal application on your Mac. You can quickly locate the Terminal application by pressing
Cmd
+
Space
on your keyboard and using the Spotlight search.
Copy and paste the following string into the Terminal app and press
Enter:
defaults write com.grammarly.ProjectLlama LogVerbosity -int 5
Launch
Grammarly Desktop
and try to reproduce the issue that you have been encountering in the app or on the website where it occurs.
Deactivate logging:
Quit Grammarly for Mac by clicking the Grammarly button in the menu bar and selecting
Quit
.
Open the Terminal application, copy and paste the following string, and press
Enter
:
defaults delete com.grammarly.ProjectLlama LogVerbosity
Finish the recording by clicking
Stop Recording
(
) in the upper-right corner of your screen.
Share the video you recorded with
our Support team
and specify the time and date when you tried to reproduce the issue.","[""5""]",https://support.grammarly.com/hc/en-us/articles/7145206934029-How-to-collect-error-logs-in-Grammarly-for-Windows-and-Mac,2025-08-11T20:40:59.633149+00:00,2433,True
f64942c28a11,train,article_0138,People who I did not invite joined my Grammarly team,general_inquiry,Resolve Issues,"This can happen if your invite settings are configured to allow anyone with your corporate domain to discover your Grammarly team and join without an invitation.
If there are vacant seats in your plan, new members will occupy those seats first. If all seats are occupied, more seats for new members will be added to your plan, and they will be able to use Grammarly for free for up to two months.
Within a two-month period, you will be charged for each additional seat based on the days remaining in your current subscription period.
You can see the number of additional seats in use and the scheduled charge date on your
Subscription
page.
To avoid charges for additional seats, remove the team members who occupy these seats on the
Members
page at least 24 hours before the scheduled charge date.
If you’d like to prevent new members from automatically joining your Grammarly team, you can change this on the
Invite Settings
page:
To have the option to approve or reject new members’ requests to join your Grammarly team, check the box next to
Require admin approval
.
If you’d like further control over who can join your Grammarly team, select
Only invited colleagues can join your account
.",[],https://support.grammarly.com/hc/en-us/articles/29727043766413-People-who-I-did-not-invite-joined-my-Grammarly-team,2025-08-11T20:34:23.745054+00:00,1194,False
