chunk_id,title,category,text_preview
https://support.grammarly.com/hc/en-us/articles/115000729831-How-to-turn-off-autocorrect-in-Grammarly-for-iPhone#16,How to turn off autocorrect in Grammarly for iPhone,Grammarly for iPhone,"Title: How to turn off autocorrect in Grammarly for iPhone
Category: Grammarly for iPhone

To turn off the autocorrect feature, please open the Grammarly companion app installed on your mobile device...."
https://support.grammarly.com/hc/en-us/articles/360052210371-Set-up-SSO-with-OneLogin#17,Set up SSO with OneLogin,SAML Single Sign-On,"Title: Set up SSO with OneLogin
Category: SAML Single Sign-On

Requirements
- OneLogin account with access to the administrator console
-
Grammarly Business
, Grammarly Pro, or a
Grammarly for Educati..."
https://support.grammarly.com/hc/en-us/articles/4409116148237-How-does-Grammarly-for-Safari-on-iOS-work#18,How does Grammarly for Safari on iOS work?,Grammarly for iPhone,"Title: How does Grammarly for Safari on iOS work?
Category: Grammarly for iPhone

You can now use Grammarly for Safari on your iOS devices!
Note:
Before
installing Grammarly for Safari on iOS
, make s..."
https://support.grammarly.com/hc/en-us/articles/20888320537485-Grammarly-for-Safari-doesn-t-appear-on-a-website#19,Grammarly for Safari doesn't appear on a website,Grammarly Browser Extension,"Title: Grammarly for Safari doesn't appear on a website
Category: Grammarly Browser Extension

After installing Grammarly for Safari, you might need to adjust your settings in order to ensure the exte..."
https://support.grammarly.com/hc/en-us/articles/360038128432-I-don-t-see-a-sidebar-with-Grammarly-s-suggestions#20,I don't see a sidebar with Grammarly's suggestions,Grammarly for Microsoft Office,"Title: I don't see a sidebar with Grammarly's suggestions
Category: Grammarly for Microsoft Office

At this time, Grammarly for Microsoft Office may not initialize if:
You’re opening a password-protec..."
https://support.grammarly.com/hc/en-us/articles/115000089992-Select-between-British-English-American-English-Canadian-English-Australian-English-and-Indian-English#21,"Select between British English, American English, Canadian English, Australian English, and Indian English",Account Settings,"Title: Select between British English, American English, Canadian English, Australian English, and Indian English
Category: Account Settings

You can specify whether you'd like to use an American, Bri..."
https://support.grammarly.com/hc/en-us/articles/31858319855373-Why-was-I-charged-more-than-the-last-time#22,Why was I charged more than the last time?,Manage Payments,"Title: Why was I charged more than the last time?
Category: Manage Payments

You may have been charged for your Grammarly subscription more than last time if you initially subscribed at a discounted r..."
https://support.grammarly.com/hc/en-us/articles/29756026978317-We-enabled-SSO-but-some-members-are-prompted-to-enter-passwords#23,"We enabled SSO, but some members are prompted to enter passwords",Resolve Issues,"Title: We enabled SSO, but some members are prompted to enter passwords
Category: Resolve Issues

SAML single sign-on only applies to current members of the organization’s subscription for which it is..."
https://support.grammarly.com/hc/en-us/articles/15606513164429-How-to-install-Grammarly-for-Android#24,How to install Grammarly for Android,Grammarly for Android,"Title: How to install Grammarly for Android
Category: Grammarly for Android

System requirements:
Grammarly for Android is compatible with mobile phones and tablets running Android 9.0 or newer.
To be..."
https://support.grammarly.com/hc/en-us/articles/6580956538765-I-can-t-log-in-to-Grammarly-for-Windows-and-Mac-or-it-logs-me-out-all-the-time#25,I can’t log in to Grammarly for Windows and Mac or it logs me out all the time,Grammarly for Windows and Mac,"Title: I can’t log in to Grammarly for Windows and Mac or it logs me out all the time
Category: Grammarly for Windows and Mac

This issue may occur when specific browser settings or extensions block G..."
https://support.grammarly.com/hc/en-us/articles/24827424872333-Error-Can-t-open-Grammarly#26,Error: Can't open Grammarly,Grammarly for Windows and Mac,"Title: Error: Can't open Grammarly
Category: Grammarly for Windows and Mac

If you use Windows, Grammarly may not work if you don’t have the WebView package installed. To resolve this issue, please fo..."
https://support.grammarly.com/hc/en-us/articles/115000932412-Update-payment-method#27,Update payment method,Manage Subscription & Billing,"Title: Update payment method
Category: Manage Subscription & Billing

Included in:
Grammarly Pro and Business plans
Managed by:
Admins
To update your payment method, follow these steps:
Go to the
Subs..."
https://support.grammarly.com/hc/en-us/articles/115000090172-How-do-I-cancel-my-Grammarly-subscription#28,How do I cancel my Grammarly subscription?,Manage Payments,"Title: How do I cancel my Grammarly subscription?
Category: Manage Payments

Go to
the
Subscription
page.
Click
Cancel Subscription
at the bottom of the page.
In the window that appears next, click
Co..."
https://support.grammarly.com/hc/en-us/articles/4406998780813-How-to-choose-where-Grammarly-for-Windows-and-Mac-works#29,How to choose where Grammarly for Windows and Mac works,Grammarly for Windows and Mac,"Title: How to choose where Grammarly for Windows and Mac works
Category: Grammarly for Windows and Mac

With Grammarly for Windows and Mac, you can choose which apps you’d prefer Grammarly not to init..."
https://support.grammarly.com/hc/en-us/articles/360058560411-How-do-I-set-a-password-if-I-registered-using-Google-Facebook-or-Apple#30,"How do I set a password if I registered using Google, Facebook, or Apple?",Update Your Account,"Title: How do I set a password if I registered using Google, Facebook, or Apple?
Category: Update Your Account

If you registered your account with Google, Facebook, or Apple, you can also set a separ..."
https://support.grammarly.com/hc/en-us/articles/360041042352-Error-Sorry-Office-365-has-been-configured-to-prevent-individual-acquisition-of-Office-Add-ins#31,"Error: Sorry, Office 365 has been configured to prevent individual acquisition of Office Add-ins.",Grammarly for Microsoft Word on Mac,"Title: Error: Sorry, Office 365 has been configured to prevent individual acquisition of Office Add-ins.
Category: Grammarly for Microsoft Word on Mac

If you see this error message, Office 365 produc..."
https://support.grammarly.com/hc/en-us/articles/360059603051-I-haven-t-received-a-text-message-with-a-verification-code#32,I haven't received a text message with a verification code,Account Security,"Title: I haven't received a text message with a verification code
Category: Account Security

This issue may occur for a number of reasons including carrier content filtering, availability of the dest..."
https://support.grammarly.com/hc/en-us/articles/21940617172877-Introducing-your-writing-progress-dashboard#33,Introducing your writing progress dashboard,Team Features,"Title: Introducing your writing progress dashboard
Category: Team Features

Included in:
Grammarly Business, Enterprise, and Grammarly for Education plans
Available to:
All member roles
Your writing p..."
https://support.grammarly.com/hc/en-us/articles/360054625491-What-data-does-Grammarly-for-Safari-collect-and-process#34,What data does Grammarly for Safari collect and process?,Privacy and Security,"Title: What data does Grammarly for Safari collect and process?
Category: Privacy and Security

When you use the
Grammarly browser extension for Safari
, we will collect the following information to h..."
https://support.grammarly.com/hc/en-us/articles/360045034851-How-do-I-use-the-Grammarly-Keyboard-on-iPad#35,How do I use the Grammarly Keyboard on iPad?,Grammarly for iPad,"Title: How do I use the Grammarly Keyboard on iPad?
Category: Grammarly for iPad

You can both access the Grammarly Editor and set up the Grammarly Keyboard through one
Grammarly app
on your iPad. The..."
https://support.grammarly.com/hc/en-us/articles/28935792710925-I-can-t-log-in-to-Grammarly-for-iPhone-and-iPad-with-my-login-details#36,I can't log in to Grammarly for iPhone and iPad with my login details,Grammarly for iPhone and iPad,"Title: I can't log in to Grammarly for iPhone and iPad with my login details
Category: Grammarly for iPhone and iPad

Please try these steps to resolve this issue:
Reboot your Wi-Fi router and try sig..."
https://support.grammarly.com/hc/en-us/articles/115000930532-Remove-team-members#37,Remove team members,Manage Members & Permissions,"Title: Remove team members
Category: Manage Members & Permissions

Included in:
Grammarly Pro, Business, Enterprise, and Grammarly for Education plans
Managed by:
Admins and members with designated cu..."
https://support.grammarly.com/hc/en-us/articles/115000091632-Turn-off-the-Grammarly-browser-extension#38,Turn off the Grammarly browser extension,Grammarly Browser Extension,"Title: Turn off the Grammarly browser extension
Category: Grammarly Browser Extension

If you think you might use Grammarly again later, you can temporarily turn off the extension instead of uninstall..."
https://support.grammarly.com/hc/en-us/articles/115000090532-I-have-a-paid-account-but-the-Grammarly-add-in-prompts-me-to-upgrade#39,"I have a paid account, but the Grammarly add-in prompts me to upgrade",Grammarly for Microsoft Office,"Title: I have a paid account, but the Grammarly add-in prompts me to upgrade
Category: Grammarly for Microsoft Office

If you’re a Grammarly Pro, Grammarly Premium, Grammarly Business, or Grammarly fo..."
https://support.grammarly.com/hc/en-us/articles/4409116491149-I-haven-t-received-a-confirmation-email-on-sign-up-What-should-I-do#40,I haven’t received a confirmation email on sign-up. What should I do?,Sign-in Help,"Title: I haven’t received a confirmation email on sign-up. What should I do?
Category: Sign-in Help

If you signed up for a Grammarly account at
https://www.grammarly.com/signup
, you may be asked to ..."
https://support.grammarly.com/hc/en-us/articles/4418264113165-How-do-I-check-what-devices-are-linked-to-my-Grammarly-account#41,How do I check what devices are linked to my Grammarly account?,Account Security,"Title: How do I check what devices are linked to my Grammarly account?
Category: Account Security

You can view and manage all devices that are currently linked to your account via Grammarly’s Securit..."
https://support.grammarly.com/hc/en-us/articles/360049254651-Set-up-SSO-with-Centrify#42,Set up SSO with Centrify,SAML Single Sign-On,"Title: Set up SSO with Centrify
Category: SAML Single Sign-On

Requirements
- Centrify account with access to the administrator console
-
Grammarly Business
, Grammarly Pro, or a
Grammarly for Educati..."
https://support.grammarly.com/hc/en-us/articles/360041219071-Download-receipts#43,Download receipts,Manage Subscription & Billing,"Title: Download receipts
Category: Manage Subscription & Billing

Included in:
Grammarly Pro and Business plans
Available to:
Admins
To download your billing receipts, go
to the
Subscription
tab, scro..."
https://support.grammarly.com/hc/en-us/articles/24086943816845-How-to-use-Grammarly-s-generative-AI-on-my-mobile-device#44,How to use Grammarly's generative AI on my mobile device,Generative AI assistance,"Title: How to use Grammarly's generative AI on my mobile device
Category: Generative AI assistance

Grammarly's generative AI assistance is available on Android, iPhones, and iPads.
Android
To use Gra..."
https://support.grammarly.com/hc/en-us/articles/115000090451-Error-Grammarly-is-active-but-key-features-are-missing#45,"Error: Grammarly is active, but key features are missing",Grammarly Browser Extension,"Title: Error: Grammarly is active, but key features are missing
Category: Grammarly Browser Extension

To resolve this issue, follow the instructions below:
Chrome
Firefox
Edge
If you are logged in to..."
https://support.grammarly.com/hc/en-us/articles/17775763102989-How-many-generative-AI-prompts-do-I-have#46,How many generative AI prompts do I have?,Generative AI assistance,"Title: How many generative AI prompts do I have?
Category: Generative AI assistance

Your Grammarly account allows access to on-demand generative AI assistance via prompts.
A prompt is a sentence or p..."
https://support.grammarly.com/hc/en-us/articles/360036905172-Transfer-the-admin-role-to-a-team-member#47,Transfer the admin role to a team member,Manage Members & Permissions,"Title: Transfer the admin role to a team member
Category: Manage Members & Permissions

Included in:
Grammarly Pro, Business, Enterprise, and Grammarly for Education plans
Managed by:
Admins and membe..."
https://support.grammarly.com/hc/en-us/articles/360041471771-How-does-Grammarly-for-Microsoft-Word-work-on-Macs#48,How does Grammarly for Microsoft Word work on Macs?,Grammarly for Microsoft Word on Mac,"Title: How does Grammarly for Microsoft Word work on Macs?
Category: Grammarly for Microsoft Word on Mac

Important:
Grammarly for Microsoft Word on Mac will no longer be updated. We suggest switching..."
https://support.grammarly.com/hc/en-us/articles/25043801131149-About-Grammarly-Pro#49,About Grammarly Pro,Grammarly Pro,"Title: About Grammarly Pro
Category: Grammarly Pro

Grammarly Pro gives you all of Grammarly’s most advanced writing features, such as full-sentence rewrites and tone suggestions, plus team features t..."
https://support.grammarly.com/hc/en-us/articles/360003815952-What-do-you-mean-by-User-Content-in-your-Privacy-Policy-Terms-of-Service#50,"What do you mean by ""User Content"" in your Privacy Policy/Terms of Service?",Privacy and Security,"Title: What do you mean by ""User Content"" in your Privacy Policy/Terms of Service?
Category: Privacy and Security

User Content refers to the text and documents you enter, upload, and transmit when yo..."
https://support.grammarly.com/hc/en-us/articles/115000090771-Grammarly-shows-I-had-no-activity#51,Grammarly shows I had no activity,Weekly Progress Reports,"Title: Grammarly shows I had no activity
Category: Weekly Progress Reports

If you are seeing no activity for the week when you know you've used Grammarly, this typically means that you had no logged-..."
https://support.grammarly.com/hc/en-us/articles/360045029412-Does-Grammarly-offer-autocorrect#52,Does Grammarly offer autocorrect?,Grammarly Browser Extension,"Title: Does Grammarly offer autocorrect?
Category: Grammarly Browser Extension

Autocorrect is currently available in the Grammarly browser extension.
You can switch autocorrect on or off by clicking ..."
https://support.grammarly.com/hc/en-us/articles/15090646612237-Enable-generative-AI-for-your-team#53,Enable generative AI for your team,Team Features,"Title: Enable generative AI for your team
Category: Team Features

Included in:
Grammarly Pro, Business, Enterprise, and Grammarly for Education plans
Managed by:
Admins
To turn on generative AI assis..."
https://support.grammarly.com/hc/en-us/articles/115000090212-How-can-I-keep-my-Grammarly-account-secure#54,How can I keep my Grammarly account secure?,Fraud FAQ,"Title: How can I keep my Grammarly account secure?
Category: Fraud FAQ

We know you care about the security of your Grammarly account. So do we. To that end, here are our recommendations for keeping y..."
https://support.grammarly.com/hc/en-us/articles/115000091571-Access-Grammarly-on-a-new-device#55,Access Grammarly on a new device,Common Questions,"Title: Access Grammarly on a new device
Category: Common Questions

You can access and use your Grammarly account on up to five different devices.
If you have a new device, you don’t need to purchase ..."
https://support.grammarly.com/hc/en-us/articles/360049541012-Set-up-SSO-with-PingOne#56,Set up SSO with PingOne,SAML Single Sign-On,"Title: Set up SSO with PingOne
Category: SAML Single Sign-On

Requirements
- PingOne account with access to the administrator console
-
Grammarly Business
, Grammarly Pro, or a
Grammarly for Education..."
https://support.grammarly.com/hc/en-us/articles/27953439227405-Error-Something-went-wrong-when-I-use-the-Improve-it-feature-on-Android#57,"Error: ""Something went wrong"" when I use the ""Improve it"" feature on Android",Grammarly for Android,"Title: Error: ""Something went wrong"" when I use the ""Improve it"" feature on Android
Category: Grammarly for Android

If you see the error message ""Something went wrong"" while using Grammarly’s generat..."
https://support.grammarly.com/hc/en-us/articles/4412769756557-I-have-an-Indian-credit-card-on-file-and-my-renewal-payment-doesn-t-go-through#58,"I have an Indian credit card on file, and my renewal payment doesn’t go through",Manage Payments,"Title: I have an Indian credit card on file, and my renewal payment doesn’t go through
Category: Manage Payments

The issue you are experiencing is most likely due to the regulation from the Reserve B..."
https://support.grammarly.com/hc/en-us/articles/21849156621837-App-actions-data-sharing#59,App actions data sharing,Privacy and Security,"Title: App actions data sharing
Category: Privacy and Security

The
app actions feature
lets Grammarly for Business, Grammarly for Education, Grammarly Premium, and Grammarly Free users perform common..."
https://support.grammarly.com/hc/en-us/articles/25028519116429-Error-Grammarly-Assistant-is-not-enabled-right-now#60,"Error: ""Grammarly Assistant is not enabled right now""",Grammarly for Android,"Title: Error: ""Grammarly Assistant is not enabled right now""
Category: Grammarly for Android

If you keep seeing the prompt to activate Grammarly for Android or the notification that Grammarly Assista..."
https://support.grammarly.com/hc/en-us/articles/115000089892-Problems-signing-in#61,Problems signing in,Sign-in Help,"Title: Problems signing in
Category: Sign-in Help

I forgot my password
To reset your password, request a password reset email by clicking
this link
, entering your email address, and pressing
Send me..."
https://support.grammarly.com/hc/en-us/articles/115000090271-Network-configuration-blocks-Grammarly-services#62,Network configuration blocks Grammarly services,Grammarly Editor,"Title: Network configuration blocks Grammarly services
Category: Grammarly Editor

It seems that your network configuration prevents Grammarly from working on your computer.
Antivirus
,
firewall
, and..."
https://support.grammarly.com/hc/en-us/articles/360046272532-Can-I-stop-Grammarly-from-checking-text-in-quotes#63,Can I stop Grammarly from checking text in quotes?,Grammarly Editor (classic),"Title: Can I stop Grammarly from checking text in quotes?
Category: Grammarly Editor (classic)

You can adjust your document settings to stop Grammarly from checking text that appears inside quotation..."
https://support.grammarly.com/hc/en-us/articles/23896396976781-Ask-your-admin-to-enable-app-actions#64,Ask your admin to enable app actions,Generative AI assistance,"Title: Ask your admin to enable app actions
Category: Generative AI assistance

App actions is a new Grammarly feature. With app actions, you can take the next step in your workflow from wherever you’..."
https://support.grammarly.com/hc/en-us/articles/360052374432-Error-System-NullReferenceException#65,Error: System.NullReferenceException,Grammarly for Microsoft Office,"Title: Error: System.NullReferenceException
Category: Grammarly for Microsoft Office

Follow these steps to resolve the issue:
Uninstall your current version of the Grammarly add-in via
Control Panel
..."
https://support.grammarly.com/hc/en-us/articles/360043832652-Create-style-rules#66,Create style rules,Team Features,"Title: Create style rules
Category: Team Features

Included in:
Grammarly Pro, Business, and Enterprise plans
Managed by:
Admins, account managers, group managers, and members with designated custom r..."
https://support.grammarly.com/hc/en-us/articles/115000930491-Add-or-remove-seats#67,Add or remove seats,Manage Subscription & Billing,"Title: Add or remove seats
Category: Manage Subscription & Billing

Included in:
Grammarly Pro and Business plans
Managed by:
Admins and members with designated custom roles
Go to the
Subscription
pag..."
https://support.grammarly.com/hc/en-us/articles/34666347423629-Can-I-sign-up-for-beta-testing-of-Grammarly-for-Android#68,Can I sign up for beta testing of Grammarly for Android?,Grammarly for Android,"Title: Can I sign up for beta testing of Grammarly for Android?
Category: Grammarly for Android

Yes! You can sign up for beta testing on your mobile device by following these instructions:
Open the G..."
https://support.grammarly.com/hc/en-us/articles/360039004612-How-to-reinstall-Grammarly-for-Microsoft-Office#69,How to reinstall Grammarly for Microsoft Office,Grammarly for Microsoft Office,"Title: How to reinstall Grammarly for Microsoft Office
Category: Grammarly for Microsoft Office

Important:
Grammarly for Microsoft Word will no longer be updated. We suggest switching to
Grammarly fo..."
https://support.grammarly.com/hc/en-us/articles/115000090612-How-to-send-advanced-user-diagnostic-information-to-Grammarly#70,How to send advanced user diagnostic information to Grammarly,Grammarly for Microsoft Office,"Title: How to send advanced user diagnostic information to Grammarly
Category: Grammarly for Microsoft Office

General Instructions (Overview)
Turn on Diagnostics
Reopen Microsoft Word or Outlook
Use ..."
https://support.grammarly.com/hc/en-us/articles/115000091011-Can-I-use-Grammarly-offline#71,Can I use Grammarly offline?,Common Questions,"Title: Can I use Grammarly offline?
Category: Common Questions

Grammarly is an online application, which means your computer must be connected to the internet. Grammarly requires a stable internet co..."
https://support.grammarly.com/hc/en-us/articles/10007614860813-How-to-share-a-copy-of-my-Google-Docs-document#72,How to share a copy of my Google Docs document,Grammarly Browser Extension,"Title: How to share a copy of my Google Docs document
Category: Grammarly Browser Extension

In your Google Docs document, click
File > Make a copy
.
Click
Share:
Under
General access
, click
Restrict..."
https://support.grammarly.com/hc/en-us/articles/10007640062605-How-do-I-reinstall-Grammarly-for-Microsoft-Office-for-all-users#73,"How do I reinstall Grammarly for Microsoft Office for ""all users""?",Grammarly for Microsoft Office,"Title: How do I reinstall Grammarly for Microsoft Office for ""all users""?
Category: Grammarly for Microsoft Office

To reinstall Grammarly for Microsoft Office on Windows for “all users,”, follow the ..."
https://support.grammarly.com/hc/en-us/articles/360003816132-How-do-you-create-the-weekly-Grammarly-Insights-reports-I-get-in-my-email#74,How do you create the weekly Grammarly Insights reports I get in my email?,Common Questions,"Title: How do you create the weekly Grammarly Insights reports I get in my email?
Category: Common Questions

While you’re writing with Grammarly, Grammarly analyzes your text in real time to provide ..."
https://support.grammarly.com/hc/en-us/articles/4415389035405-I-can-t-provision-a-user-There-are-no-available-seats-in-the-organization#75,I can’t provision a user: There are no available seats in the organization,Resolve Issues,"Title: I can’t provision a user: There are no available seats in the organization
Category: Resolve Issues

If you see this error when adding new members to your organization’s Grammarly subscription ..."
https://support.grammarly.com/hc/en-us/articles/360049254711-Deactivate-SSO#76,Deactivate SSO,SAML Single Sign-On,"Title: Deactivate SSO
Category: SAML Single Sign-On

Included in:
Grammarly Pro, Business, Enterprise, and Grammarly for Education plans
Managed by:
Admins and members with designated custom roles
Go ..."
https://support.grammarly.com/hc/en-us/articles/115000090791-Changing-your-email-to-an-email-that-already-exists#77,Changing your email to an email that already exists,Update Your Account,"Title: Changing your email to an email that already exists
Category: Update Your Account

""The password is incorrect or an account associated with the new email address already exists.""
Grammarly show..."
https://support.grammarly.com/hc/en-us/articles/360033548272-Does-Grammarly-offer-a-trial#78,Does Grammarly offer a trial?,Common Questions,"Title: Does Grammarly offer a trial?
Category: Common Questions

Individual Subscriptions
We do periodically offer free trials of Grammarly Pro for individual subscribers and teams. Whenever a trial i..."
https://support.grammarly.com/hc/en-us/articles/4415367249165-Error-SSO-is-not-enabled-active-for-your-organization#79,Error: SSO is not enabled/active for your organization,Resolve Issues,"Title: Error: SSO is not enabled/active for your organization
Category: Resolve Issues

If you encounter an “SSO is not enabled for your organization” error message, it indicates that the SSO option i..."
https://support.grammarly.com/hc/en-us/articles/360048773252-Set-up-SSO-with-Okta#80,Set up SSO with Okta,SAML Single Sign-On,"Title: Set up SSO with Okta
Category: SAML Single Sign-On

Requirements
- Okta account with access to the administrator console
-
Grammarly Business
, Grammarly Pro, or a
Grammarly for Education
accou..."
https://support.grammarly.com/hc/en-us/articles/17009076093197-I-can-t-sign-in-to-my-admin-account-using-SSO#81,I can’t sign in to my admin account using SSO,Resolve Issues,"Title: I can’t sign in to my admin account using SSO
Category: Resolve Issues

If you have enabled SSO for your organization’s subscription but cannot use it
to sign in to your admin account, please s..."
https://support.grammarly.com/hc/en-us/articles/360045030012-Why-is-my-account-associated-with-an-email-ending-in-privaterelay-appleid-com#82,Why is my account associated with an email ending in privaterelay.appleid.com?,Sign-in Help,"Title: Why is my account associated with an email ending in privaterelay.appleid.com?
Category: Sign-in Help

If you registered via Apple and opted to
hide your login
, your account may be associated ..."
https://support.grammarly.com/hc/en-us/articles/36062098867981-How-do-I-switch-from-a-team-plan-to-an-individual-plan#83,How do I switch from a team plan to an individual plan?,Manage Payments,"Title: How do I switch from a team plan to an individual plan?
Category: Manage Payments

Switching to a different plan is only possible once your current subscription period ends. Please follow the s..."
https://support.grammarly.com/hc/en-us/articles/22595729580301-I-experience-issues-in-Microsoft-Word#84,I experience issues in Microsoft Word,Grammarly for Windows and Mac,"Title: I experience issues in Microsoft Word
Category: Grammarly for Windows and Mac

Our development team has been working to identify the root cause of several reported issues, including:
Underlines..."
https://support.grammarly.com/hc/en-us/articles/360039005112-Microsoft-Office-is-slow-or-crashes-when-I-m-using-Grammarly-for-Microsoft-Office#85,Microsoft Office is slow or crashes when I'm using Grammarly for Microsoft Office,Grammarly for Microsoft Office,"Title: Microsoft Office is slow or crashes when I'm using Grammarly for Microsoft Office
Category: Grammarly for Microsoft Office

This issue might occur if your antivirus, firewall software, or other..."
https://support.grammarly.com/hc/en-us/articles/33753422373389-How-can-I-improve-my-organization-s-Effective-Communication-Score#86,How can I improve my organization’s Effective Communication Score?,Team Features,"Title: How can I improve my organization’s Effective Communication Score?
Category: Team Features

The Effective Communication Score reflects the overall quality of your organization’s communication, ..."
https://support.grammarly.com/hc/en-us/articles/115000089932-I-need-to-change-my-email-address#87,I need to change my email address,Update Your Account,"Title: I need to change my email address
Category: Update Your Account

The email address you use when signing up for Grammarly is where we’ll send important emails like password resets, so we encoura..."
https://support.grammarly.com/hc/en-us/articles/360046670892-Does-Grammarly-support-Word-Online#88,Does Grammarly support Word Online?,Grammarly for Windows and Mac,"Title: Does Grammarly support Word Online?
Category: Grammarly for Windows and Mac

Yes! You can use Grammarly in Microsoft Word Online by installing Grammarly for Windows or Grammarly for Mac on your..."
https://support.grammarly.com/hc/en-us/articles/14441067751309-Create-organizational-dictionary#89,Create organizational dictionary,Team Features,"Title: Create organizational dictionary
Category: Team Features

Included in:
Grammarly Pro, Business, and Enterprise plans
Managed by:
Admins, account managers, and members with custom roles
If you’d..."
