"episode_id_uint","id_uint","function_name","variant_name","function_type"
2121901999870610573409914472118228492,2121902003721062310072096102515169717,"generate_response","gpt_4o_mini","chat"
2121902015847810492825516803629097624,2121902015847810492825516792971587912,"classify_intent","gpt_4o_mini","json"
2121902015847810492825516803629097624,2121902017944086959528173476120864659,"generate_response","gpt_4o_mini","chat"
2121902026401694232435429849904605566,2121902026401694232435429786176416002,"classify_intent","gpt_4o_mini","json"
2121902026401694232435429849904605566,2121902028574110909846919040784074280,"generate_response","gpt_4o_mini","chat"
2121902036856463784455470258629962800,2121902036856463784455470226713803165,"classify_intent","gpt_4o_mini","json"
2121902036856463784455470258629962800,2121902038503072103196010001688334862,"generate_response","gpt_4o_mini","chat"
2121902049769010476962485845513568114,2121902049769010476962485730701369915,"classify_intent","gpt_4o_mini","json"
2121902049769010476962485845513568114,2121902056218653965262651082794380456,"generate_response","gpt_4o_mini","chat"
2121902065743807320163333434898686067,2121902065743807320163333378711839781,"classify_intent","gpt_4o_mini","json"
2121902065743807320163333434898686067,2121902067723968208702757511879889266,"generate_response","gpt_4o_mini","chat"
2121902077542863402158179634949157953,2121902077542863402158179548970143803,"classify_intent","gpt_4o_mini","json"
2121902077542863402158179634949157953,2121902079035892416521284727854067529,"generate_response","gpt_4o_mini","chat"
2121902088963589442098141989835250643,2121902088963589442098141912104669104,"classify_intent","gpt_4o_mini","json"
2121902088963589442098141989835250643,2121902091711500276290084029578732630,"generate_response","gpt_4o_mini","chat"
2121902103120094848891206489642170996,2121902103120094848891206461092551756,"classify_intent","gpt_4o_mini","json"
2121902103120094848891206489642170996,2121902104352060837740215434549522114,"generate_response","gpt_4o_mini","chat"
2121902117004672821418973003891370352,2121902117004672821418972900482971315,"classify_intent","gpt_4o_mini","json"
2121902117004672821418973003891370352,2121902118293342310038089686471313609,"generate_response","gpt_4o_mini","chat"
2121902135521786997229936422304256278,2121902135521786997229936334020876286,"classify_intent","gpt_4o_mini","json"
2121902135521786997229936422304256278,2121902138378481036039232397248475808,"generate_response","gpt_4o_mini","chat"
2121902147707744448791906953541808142,2121902147707744448791906916291409897,"classify_intent","gpt_4o_mini","json"
2121902147707744448791906953541808142,2121902149551313251340371048590822466,"generate_response","gpt_4o_mini","chat"
2121902157699486592337647629376171657,2121902157699486592337647565126616926,"classify_intent","gpt_4o_mini","json"
2121902157699486592337647629376171657,2121902159109089339499442003205893739,"generate_response","gpt_4o_mini","chat"
2121902168213558664293330567138518562,2121902168213558664293330498571876978,"classify_intent","gpt_4o_mini","json"
2121902168213558664293330567138518562,2121902169806911438745216004654214658,"generate_response","gpt_4o_mini","chat"
2121902180603826731067837368959032558,2121902180603826731067837272307669176,"classify_intent","gpt_4o_mini","json"
2121902180603826731067837368959032558,2121902184397438296802100357959700603,"generate_response","gpt_4o_mini","chat"
2121902192625369717412120778768688847,2121902192625369717412120738727784352,"classify_intent","gpt_4o_mini","json"
2121902192625369717412120778768688847,2121902193953959397774896696103648864,"generate_response","gpt_4o_mini","chat"
2121902206520777863137243507941225805,2121902206520777863137243428108731892,"classify_intent","gpt_4o_mini","json"
2121902206520777863137243507941225805,2121902207816763776423786014784374535,"generate_response","gpt_4o_mini","chat"
2121902217376939065008033168342470859,2121902217376939065008033095184718609,"classify_intent","gpt_4o_mini","json"
2121902217376939065008033168342470859,2121902218963030591428028713509417626,"generate_response","gpt_4o_mini","chat"
2121902227368717810574681780750322356,2121902227368717810574681693407629730,"classify_intent","gpt_4o_mini","json"
2121902227368717810574681780750322356,2121902228956006402014858475515498845,"generate_response","gpt_4o_mini","chat"
2121902242065607414054148268180607840,2121902242065607414054148241544044813,"classify_intent","gpt_4o_mini","json"
2121902242065607414054148268180607840,2121902245148390116328436967028931696,"generate_response","gpt_4o_mini","chat"
2121902258196326467674672358193388025,2121902258196326467674672286705877485,"classify_intent","gpt_4o_mini","json"
2121902258196326467674672358193388025,2121902259903323859398661248331120291,"generate_response","gpt_4o_mini","chat"
2121902271030283539736525464546988265,2121902271030283539736525373949003130,"classify_intent","gpt_4o_mini","json"
2121902271030283539736525464546988265,2121902273437243629140373714587598177,"generate_response","gpt_4o_mini","chat"
2121902279461292083206070882512423811,2121902279461292083206070850117342789,"classify_intent","gpt_4o_mini","json"
2121902279461292083206070882512423811,2121902281229984796778244168864613750,"generate_response","gpt_4o_mini","chat"
2121902290098651361558561050335831036,2121902290098651361558561027354484677,"classify_intent","gpt_4o_mini","json"
2121902290098651361558561050335831036,2121902292755852589307806530068627441,"generate_response","gpt_4o_mini","chat"
2121902301799840203062268711937210440,2121902301799840203062268658626078066,"classify_intent","gpt_4o_mini","json"
2121902301799840203062268711937210440,2121902302956754209841706350102218275,"generate_response","gpt_4o_mini","chat"
2121902311202842520803081390640012757,2121902311202842520803081334029520033,"classify_intent","gpt_4o_mini","json"
2121902311202842520803081390640012757,2121902313505862107128679791270917451,"generate_response","gpt_4o_mini","chat"
2121902321381987259261948122123870231,2121902321381987259261948108638640494,"classify_intent","gpt_4o_mini","json"
2121902321381987259261948122123870231,2121902322992335185350045632917057712,"generate_response","gpt_4o_mini","chat"
2121902330782588526304994529329521599,2121902330782588526304994493919016167,"classify_intent","gpt_4o_mini","json"
2121902330782588526304994529329521599,2121902332058053692619096284667967724,"generate_response","gpt_4o_mini","chat"
2121902340902511894376716198543290960,2121902340902511894376716085293537978,"classify_intent","gpt_4o_mini","json"
2121902340902511894376716198543290960,2121902343238223025819526888746322874,"generate_response","gpt_4o_mini","chat"
2121902353511652467392928489014605349,2121902353511652467392928423646336612,"classify_intent","gpt_4o_mini","json"
2121902353511652467392928489014605349,2121902355611537115138065185063898490,"generate_response","gpt_4o_mini","chat"
2121902368504721540335723722483295246,2121902368504721540335723677919069348,"classify_intent","gpt_4o_mini","json"
2121902368504721540335723722483295246,2121902369659240385371698413906157494,"generate_response","gpt_4o_mini","chat"
2121902378462671589496000733290949299,2121902378462671589496000687916876955,"classify_intent","gpt_4o_mini","json"
2121902378462671589496000733290949299,2121902380178119287390214571553934889,"generate_response","gpt_4o_mini","chat"
2121902399965801773005100282895224139,2121902399965801773005100221840102532,"classify_intent","gpt_4o_mini","json"
2121902399965801773005100282895224139,2121902401823966820763145465660058476,"generate_response","gpt_4o_mini","chat"
2121902413346198686904100521938722392,2121902413346198686904100434969907867,"classify_intent","gpt_4o_mini","json"
2121902413346198686904100521938722392,2121902415145098548938362201752221359,"generate_response","gpt_4o_mini","chat"
2121902425751025166381470546537606423,2121902425751025166381470486867560180,"classify_intent","gpt_4o_mini","json"
2121902425751025166381470546537606423,2121902427733634014147093180279258541,"generate_response","gpt_4o_mini","chat"
2121902433234285122764233919439571440,2121902433234285122764233831342896144,"classify_intent","gpt_4o_mini","json"
2121902433234285122764233919439571440,2121902435337783579705870549267654544,"generate_response","gpt_4o_mini","chat"
2121902446331720470521845297236720163,2121902446331720470521845273642417234,"classify_intent","gpt_4o_mini","json"
2121902446331720470521845297236720163,2121902447667602979019402341002506316,"generate_response","gpt_4o_mini","chat"
2121902456757526529117323650611187785,2121902456757526529117323598781004536,"classify_intent","gpt_4o_mini","json"
2121902456757526529117323650611187785,2121902458819929464069028345379773538,"generate_response","gpt_4o_mini","chat"
2121902470754444894859317657752273043,2121902470754444894859317591429991042,"classify_intent","gpt_4o_mini","json"
2121902470754444894859317657752273043,2121902472247497500528024613345118257,"generate_response","gpt_4o_mini","chat"
2121902478205083316312833511788455336,2121902478205083316312833483206169795,"classify_intent","gpt_4o_mini","json"
2121902478205083316312833511788455336,2121902479774270560064191698945036117,"generate_response","gpt_4o_mini","chat"
2121902486468105180659598502721685919,2121902486468105180659598429959915197,"classify_intent","gpt_4o_mini","json"
2121902486468105180659598502721685919,2121902487962358134436841899284466878,"generate_response","gpt_4o_mini","chat"
2121902494787888417585699751069075832,2121902494787888417585699668809328160,"classify_intent","gpt_4o_mini","json"
2121902494787888417585699751069075832,2121902495921856687116921710964111355,"generate_response","gpt_4o_mini","chat"
2121902504256216709006955902920675148,2121902504256216709006955776100773149,"classify_intent","gpt_4o_mini","json"
2121902504256216709006955902920675148,2121902506417792563324641711427837740,"generate_response","gpt_4o_mini","chat"
2121902518017392122450340166322551739,2121902518017392122450340119060471801,"classify_intent","gpt_4o_mini","json"
2121902518017392122450340166322551739,2121902521931925526233663730640515767,"generate_response","gpt_4o_mini","chat"
2121902532410927565080729096609963614,2121902532410927565080728989753575516,"classify_intent","gpt_4o_mini","json"
2121902532410927565080729096609963614,2121902535899888700225864750772375788,"generate_response","gpt_4o_mini","chat"
2121902541034182432901248601194671355,2121902541034182432901248506524224750,"classify_intent","gpt_4o_mini","json"
2121902541034182432901248601194671355,2121902543158244438255323520097867892,"generate_response","gpt_4o_mini","chat"
2121902552599982592486162457557545541,2121902552599982592486162393557846150,"classify_intent","gpt_4o_mini","json"
2121902552599982592486162457557545541,2121902554181238953372131242518311007,"generate_response","gpt_4o_mini","chat"
2121902569730442565923631060836614230,2121902569730442565923630985671792904,"classify_intent","gpt_4o_mini","json"
2121902569730442565923631060836614230,2121902571214989843693590499637900406,"generate_response","gpt_4o_mini","chat"
2121902585705185638050043086576518827,2121902585705185638050043022465436452,"classify_intent","gpt_4o_mini","json"
2121902585705185638050043086576518827,2121902587261098568243189366633932306,"generate_response","gpt_4o_mini","chat"
2121902598227256136512013974214203863,2121902598227256136512013915091036216,"classify_intent","gpt_4o_mini","json"
2121902598227256136512013974214203863,2121902600177204505034857005129211567,"generate_response","gpt_4o_mini","chat"
2121902611018886049537755269894939663,2121902611018886049537755176553176215,"classify_intent","gpt_4o_mini","json"
2121902611018886049537755269894939663,2121902613121216055058558867979689548,"generate_response","gpt_4o_mini","chat"
2121902617902504352805233370528522521,2121902617902504352805233274041830801,"classify_intent","gpt_4o_mini","json"
2121902617902504352805233370528522521,2121902619465640104241169493150060990,"generate_response","gpt_4o_mini","chat"
2121902627544917071424660285786888294,2121902627544917071424660185595466713,"classify_intent","gpt_4o_mini","json"
2121902627544917071424660285786888294,2121902629855179588780766908804563226,"generate_response","gpt_4o_mini","chat"
2121902642203148262114694122697036175,2121902642203148262114694059663345112,"classify_intent","gpt_4o_mini","json"
2121902642203148262114694122697036175,2121902644271586675781781264912263720,"generate_response","gpt_4o_mini","chat"
2121902651247101014193278186800002760,2121902651247101014193278143287204233,"classify_intent","gpt_4o_mini","json"
2121902651247101014193278186800002760,2121902652705042822945950993779398498,"generate_response","gpt_4o_mini","chat"
2121902662750016607494834265473061951,2121902662750016607494834201111428399,"classify_intent","gpt_4o_mini","json"
2121902662750016607494834265473061951,2121902664228507263795031439702808599,"generate_response","gpt_4o_mini","chat"
2121902676392777303025698204954198272,2121902676392777303025698175614253039,"classify_intent","gpt_4o_mini","json"
2121902676392777303025698204954198272,2121902678791249821965071113982488777,"generate_response","gpt_4o_mini","chat"
2121902693877455472129115188024839770,2121902693877455472129115132598918104,"classify_intent","gpt_4o_mini","json"
2121902693877455472129115188024839770,2121902695297907910853922524824888369,"generate_response","gpt_4o_mini","chat"
2121902705004439967502264156986529075,2121902705004439967502264081004798199,"classify_intent","gpt_4o_mini","json"
2121902705004439967502264156986529075,2121902707156318201744821410612088430,"generate_response","gpt_4o_mini","chat"
2121902716283658556214815174716063828,2121902716283658556214815112075729013,"classify_intent","gpt_4o_mini","json"
2121902716283658556214815174716063828,2121902718083779538357138671473075466,"generate_response","gpt_4o_mini","chat"
2121902724041350316834541815099123266,2121902724041350316834541740677412997,"classify_intent","gpt_4o_mini","json"
2121902724041350316834541815099123266,2121902725855960055982888133503753318,"generate_response","gpt_4o_mini","chat"
2121902739596623648529298595248222581,2121902739596623648529298551929009165,"classify_intent","gpt_4o_mini","json"
2121902739596623648529298595248222581,2121902742061612472510227803968774826,"generate_response","gpt_4o_mini","chat"
2121902749003242968451189103689856935,2121902749003242968451189002066731014,"classify_intent","gpt_4o_mini","json"
2121902749003242968451189103689856935,2121902750987069539673882972695787731,"generate_response","gpt_4o_mini","chat"
2121902758593646162845457501962323066,2121902758593646162845457403088358461,"classify_intent","gpt_4o_mini","json"
2121902758593646162845457501962323066,2121902760871268918985348455061140850,"generate_response","gpt_4o_mini","chat"
2121902769535637038056824260044966611,2121902769535637038056824151573055129,"classify_intent","gpt_4o_mini","json"
2121902769535637038056824260044966611,2121902771195500122092200542287018703,"generate_response","gpt_4o_mini","chat"
2121902784777823064823592453870447580,2121902784777823064823592357962263569,"classify_intent","gpt_4o_mini","json"
2121902784777823064823592453870447580,2121902786988945378699030225933965052,"generate_response","gpt_4o_mini","chat"
2121902798208920741569289770348929541,2121902798208920741569289687428026954,"classify_intent","gpt_4o_mini","json"
2121902798208920741569289770348929541,2121902799948622213983144457118226043,"generate_response","gpt_4o_mini","chat"
2121902806002936905842818396607118618,2121902806002936905842818355994480305,"classify_intent","gpt_4o_mini","json"
2121902806002936905842818396607118618,2121902807463294171349900240532288912,"generate_response","gpt_4o_mini","chat"
2121902818352108839121730375208476788,2121902818352108839121730335114234276,"classify_intent","gpt_4o_mini","json"
2121902818352108839121730375208476788,2121902820190859940750781375726818770,"generate_response","gpt_4o_mini","chat"
2121902827151827343162785477730420137,2121902827151827343162785409601655738,"classify_intent","gpt_4o_mini","json"
2121902827151827343162785477730420137,2121902828536083676142699791256321307,"generate_response","gpt_4o_mini","chat"
2121902837445834831410491109028525135,2121902837445834831410491062792624800,"classify_intent","gpt_4o_mini","json"
2121902837445834831410491109028525135,2121902838897767119528126328906255794,"generate_response","gpt_4o_mini","chat"
2121902848708193686986618338268324381,2121902848708193686986618301955858774,"classify_intent","gpt_4o_mini","json"
2121902848708193686986618338268324381,2121902850291900659754162613715726657,"generate_response","gpt_4o_mini","chat"
2121902859220995790880181546674549248,2121902859220995790880181500879760531,"classify_intent","gpt_4o_mini","json"
2121902859220995790880181546674549248,2121902861281029590673820673444558591,"generate_response","gpt_4o_mini","chat"
2121902870448298971880900785381158100,2121902870448298971880900718205260514,"classify_intent","gpt_4o_mini","json"
2121902870448298971880900785381158100,2121902871975173498869989129371515875,"generate_response","gpt_4o_mini","chat"
2121902879275864442918579004160216848,2121902879275864442918578933637196232,"classify_intent","gpt_4o_mini","json"
2121902879275864442918579004160216848,2121902880454612865292315383179619224,"generate_response","gpt_4o_mini","chat"
2121902890914257632750830795247263488,2121902890914257632750830750847930449,"classify_intent","gpt_4o_mini","json"
2121902890914257632750830795247263488,2121902891905512721022490315007249841,"generate_response","gpt_4o_mini","chat"
2121902903442347894847384964085488972,2121902903442347894847384837808795166,"classify_intent","gpt_4o_mini","json"
2121902903442347894847384964085488972,2121902905215843252576172343263061754,"generate_response","gpt_4o_mini","chat"
2121902918072764085780821365473453453,2121902918072764085780821278183348194,"classify_intent","gpt_4o_mini","json"
2121902918072764085780821365473453453,2121902920242794786971764116871048128,"generate_response","gpt_4o_mini","chat"
2121902930920011651519458675508447633,2121902930920011651519458564489017393,"classify_intent","gpt_4o_mini","json"
2121902930920011651519458675508447633,2121902932167581483365419287039229198,"generate_response","gpt_4o_mini","chat"
2121902940558737073627819604648352094,2121902940558737073627819502296433502,"classify_intent","gpt_4o_mini","json"
2121902940558737073627819604648352094,2121902942317728877997449107910683461,"generate_response","gpt_4o_mini","chat"
2121902959526840772891616873736713249,2121902959526840772891616807090407679,"classify_intent","gpt_4o_mini","json"
2121902959526840772891616873736713249,2121902961693220768173207885794394911,"generate_response","gpt_4o_mini","chat"
2121902970671876251670266452529052991,2121902970671876251670266344346443606,"classify_intent","gpt_4o_mini","json"
2121902970671876251670266452529052991,2121902971949726742193196239836393037,"generate_response","gpt_4o_mini","chat"
2121902981352742323746712031711406826,2121902981352742323746711922882693601,"classify_intent","gpt_4o_mini","json"
2121902981352742323746712031711406826,2121902983077898064812363069880102254,"generate_response","gpt_4o_mini","chat"
2121906613729974232613545545945853562,2121906613729974232613545441194304076,"generate_response","gpt_4o","chat"
2121997645415043795530464745955778788,2121997645413805041796212038955401145,"generate_response","gpt_4o","chat"
2121998286654637245581782847299492056,2121998286654637245581782775622817929,"generate_response","gpt_4o","chat"
2121998605890891684243736138082377686,2121998605890891684243736023729947612,"generate_response","gpt_4o_mini","chat"
2121999576016363109176534894942824669,2121999576016363109176534787582353504,"classify_intent","gpt_4o_mini","json"
2122000094487159795034310168933826607,2122000094487159795034310102047156443,"classify_intent","gpt_4o_mini","json"
2122000267188230363983672177559493122,2122000267187033501423945292530911729,"classify_intent","gpt_4o_mini_dicl","json"
2122000425871871504537661550716641911,2122000425871871504537661482867294420,"classify_intent","gpt_4o_mini_dicl","json"
2122000486024364549946483862991222191,2122000486024364549946483773422648064,"classify_intent","gpt_4o_mini_dicl","json"
2122000608264913262366311975647515808,2122000608264913262366311955148672713,"classify_intent","gpt_4o_mini_dicl","json"
2122005407943379695194056935391625145,2122005407943379695194056859043746640,"classify_intent","gpt_4o_mini_dicl","json"
2122005530413674194284276209025989299,2122005530413674194284276154417475455,"classify_intent","gpt_4o_mini_dicl","json"
2122005671836173032036854009193295687,2122005671836173032036853996026853236,"classify_intent","gpt_4o_mini_dicl","json"
2122005671836173032036854009193295687,2122005673487583652201790560388295172,"generate_response","gpt_4o_mini","chat"
2122005694910971416616870795771177192,2122005694909729692668609667856279920,"classify_intent","gpt_4o_mini_dicl","json"
2122005694910971416616870795771177192,2122005698523221991965406125558162411,"generate_response","gpt_4o_mini","chat"
2122005906503188757049291580906656219,2122005906503188757049291494571869311,"classify_intent","gpt_4o_mini_dicl","json"
2122006153839776382227127738005056876,2122006153839776382227127669337999641,"classify_intent","gpt_4o_mini_dicl","json"
2122006270883157427755303188377934058,2122006270883157427755303164903540501,"classify_intent","gpt_4o_mini_dicl","json"
2122006668610039057873098958542368669,2122006668610039057873098889397635884,"classify_intent","gpt_4o_mini_dicl","json"
